စိတ္ သေဘာထားရိွေသာ	_natured (forming compound adjs)\nadj
good -natuerd.	_natured (forming compound adjs)\nadj
..ေသာ ႏွာေခါင္း	_nosed\n(forming c
ကပိုင္ဆိုင္သူဧကဝုစ္ျဖစ္ေၾကာင္းျပေနာက္ဆက္	-'s\nsuff
ခတစ္စံုတစ္ခုေသာအိမ္၊ဆိုင္စသည္သက္ဆိုင္မႈျပေနာက္ဆက္	-'s\nsuff
ႏွင့္အဆံုးမသတ္ေသာဗဟုဝုစ္နာမ္မ်ားတြင္ပိုင္ဆိုင္မႈ၊သက္ဆိုင္မႈကိုျပေနာက္ဆက္	-'s\nsuff
ရံဖန္ရံခါတြင္ဗဟုဝုစ္ကိန္းသို႕နာမ္ဖန္တီးရန္ထည့္သည့္ေနာက္ဆက္	-'s\nsuff
အစားအတိုေကာက္	-'s\nsuff
ႏွင့္္ကိုကိုယ္စားျပဳသည့္ေနာက္ဆက္	-'s\nsuff
ေရွ႕ေဖာ္ျပပါ ပုဂၢိဳလ္၊ ေဒသ စသည္တို႕ႏွင့္ တစု တေပါင္းတည္း ျဖစ္ေသာ အရာဝတၳဳ၊ ပစၥည္းကို ျပေသာ ေနာက္ဆက္စကား	-ana\nsuff
ႀကိယာကို နာမ္ပုဒ္ေျပာင္းေပးေသာ ေနာက္ဆက္	-ance\nsuff
… ျခင္း၊ … မႈ စသည္	-ance\nsuff
သတ္မႈႏွင့္ ဆိုင္ေသာ	-cidal\ncoidmb
သတ္ျဖတ္ျခင္း၊ သတ္မႈ	-cide\ncoidmb
သတ္သည့္သူ	-cide\ncoidmb
သတ္သည့္အရာ	-cide\ncoidmb
သတ္ေဆး	-cide\ncoidmb
အစိုးရ	-cracy\ncoidmb
အုပ္ခ်ဳပ္ေရး	-cracy\ncoidmb
စနစ္၊ အစိုးရကို ေထာက္ခံ သူ	-crat\ncoidmb
နာမ္ကို နာမဝေသသနပုဒ္အျဖစ္ ဖန္တီး ေပးေသာ ေနာက္ဆက္	-en\nsuff
ျဖင့္လုပ္ေသာ	-en\nsuff
ျဖစ္ေသာ	-en\nsuff
နာမဝေသသနကို ႀကိယာပုဒ္အျဖစ္ ဖန္တီး ေပးေသာ ေနာက္ဆက္	-en\nsuff
လုပ္သည္	-en\nsuff
ျဖစ္ေစသည္	-en\nsuff
ႀကိယာကို နာမ္ပုဒ္ေျပာင္းေပးေသာ ေနာက္ဆက္	-ence\nsuff
… ျခင္း၊ … မႈ စသည္	-ence\nsuff
ဟန္ရိွေသာ	-esque\nsuff
ပံု ေပါက္ေသာ	-esque\nsuff
ဣတၳိလိင္ျပေနာက္ဆက္	-ess\nsuff
မ	-ess\nsuff
အသာလြန္ဆံုး နာမဝေသသနျပ ေနာက္ဆက္	-est\nsuff
ဆံုး	-est\nsuff
